,0,1,2
52,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; Riskiaste 3,I00-I99,31
53,Trepil(t) või astmetel(t) kukkumine kodus puhke- või vabaaja tegevuse juures,None,31
54,"Kodu, töötamine tasu eest, teenistus",None,31
55,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III,I00-I99,30
56,Muus või täpsustatud kohas puhke- või vabaaja tegevuse juures,None,30
57,"Trepil(t) või astmetel(t) kukkumine, kodu",V01-Y98,28
58,Peopesa sidekirme fibromatoos [dupuytreni kontraktuur],M00-M99,27
59,"Küünarluu üla- [proksimaalse] otsa murd, kinnine",S00-T98,26
60,"Kool, muu asutus ja avalik administratiivpiirkond, töötamine tasu eest, teenistus",None,26
61,"Krooniline sinu[s]iit e ninakõrvalurkepõletik, muu krooniline sinu[s]iit",J00-J99,24
62,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  II,I00-I99,24
63,"Emaka (v.a emakakael) põletikuline haigus, emaka äge põletikuline haigus",N00-N99,24
64,Glomeerulite haigusseisundid melliitdiabeedi korral (e10-e14 ühise neljanda tärgiga.2),N00-N99,24
65,Status post arthroplasticam coxae bilateralis,Z00-Z99,24
66,"Äge suulae- e kurgumandlipõletik e tonsilliit [angiin], täpsustamata äge suulaemandlipõletik",J00-J99,23
67,"Tür[e]oidiit e kilpnäärmepõletik, krooniline tür[e]oidiit mööduva tür[e]otoksikoosiga",E00-E90,23
68,"Muud ja täpsustatud kohad, töötamine tasu eest, teenistus",None,23
69,"Emaka (v.a emakakael) põletikuline haigus, emaka krooniline põletikuline haigus",N00-N99,22
70,"Crohni tõbi [regionaalne e segmentaarne peensoolepõletik], peensoole crohni tõbi",K00-K93,21
71,Küünar- ja kodarluu distaalsete otsade murd,S00-T98,21
72,I11.9  Südamekahjustusega hüpertooniatõbi. Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,I00-I99,21
73,Spordi- või kehakultuuriväljakul [asutuses] sportliku tegevuse juures,None,21
74,"Sääre muude osade murrud, kinnine",S00-T98,20
75,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta Risk-2,I00-I99,20
76,"Aurata migreen [tavaline migreen]
sagedaste hoogudega.",G00-G99,20
77,"Emaka (v.a emakakael) muud põletikuta haigusseisundid, emaka väärasend",N00-N99,20
78,Kirurgiline operatsioon või muud kirurgilised menetlused patsiendi ebaloomuliku reaktsiooni või hilisema tüsistuse põhjusena menetluseaegset äpardust mainimata.,V01-Y98,20
79,Jälgimine muude kahtlustatud haiguste ja seisundite,None,19
80,"Tür[e]otoksikoos [hüpertüreoos], tür[e]otoksikoos üksiku toksilise kilpnäärmesõlmega",E00-E90,19
81,"Raskekujuline, kasutab CPAP aparaati
raskekujuline, kasutab CPAP aparaati",G00-G99,19
82,"Kokkupuude muude ajamiga [mootoriga] tööriistade ja majapidamisseadmetega, kodu, puhke- ja vaba aja tegevus",None,19
83,Patsiendi ebaloomuliku reaktsiooni või hilisema tüsistuse põhjusena menetluseaegset äpardust mainimata,None,19
84,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus II, kõrge risk",I00-I99,18
85,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus II, keskmine risk",I00-I99,18
86,"Od , silmasisese e intraokulaarse läätse olemasolu",Z00-Z99,18
87,Täpsustamata paigas muul täpsustamata tegevusel,None,18
88,"Trepil(t) või astmetel(t) kukkumine, kodu, muu täpsustatud tegevusega",None,18
89,"Kaubanduse ja teeninduse piirkond, töötamine tasu eest, teenistus",None,18
90,"Mittetäielik, hilise või rohke verejooksuga tüsistunud",O00-O99,17
91,"Herpesviirusnakkused [herpes simplex], herpesviiruslik villiline dermatiit",A00-B99,17
92,"Muud ja täpsustatud kohad, sportlik tegevus",None,17
93,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III,I00-I99,16
94,"Akt.f I , liigesfn  puud. I-II",M00-M99,16
95,"Püsivate sümptomidega, mõõduka raskusega
püsivate sümptomidega, mõõduka raskusega",J00-J99,16
96,Pärilik motoorne ja sensoorne neuropaatia,G00-G99,16
97,"Kokkupuude muude ajamiga [mootoriga] tööriistade ja majapidamisseadmetega, kodu, muu töö ja tegevus",None,16
98,"Crohni tõbi [regionaalne e segmentaarne peensoolepõletik], muu crohni tõbi",K00-K93,15
99,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus II, kõrge  risk",I00-I99,15
100,"A marrastus võõrkeha mainimata
oc.dex.",None,15
101,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega  II  st.,I00-I99,15
102,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; Riskiaste 1,I00-I99,15
103,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste,I00-I99,15
104,Mitraal(klapi) puudulikkus ( mõõdukas ),I00-I99,15
105,"Tänav ja [maan]tee, muu töö ja tegevus",None,15
106,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus II, kõrge risk",I00-I99,14
107,"Status post arthroplasticam genu dex.
Status post arthroplasticam genu dex.",Z00-Z99,14
108,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  II  st.,I00-I99,14
109,"Uinumise ja une säilitamise häired [insomniad]
Vahetustega töö puhune unehäire",G00-G99,14
110,"Tööstus- või ehituspiirkonnas tasu eest töötamisel, teenistusel",None,14
111,. Parema puusaliigese endoprotees ( 2005 ),Z00-Z99,14
112,G25.0  Muud ekstrapüramidaal- ja liigutushäired.,G00-G99,14
113,"Liiklusõnnetuses vigastatud juht, puhke- ja vaba aja tegevus",None,14
114,"Spordi- ja kehakultuuriväljakud [asutused], puhke- ja vaba aja tegevus",None,14
115,Redelile(-lilt) kukkumine kodus puhke- või vabaaja tegevuse juures,None,14
116,"Kesknärvisüsteemi muud demüelin[is]eerivad haigused, kesknärvisüsteemi täpsustamata demüelin[is]eeriv haigus",G00-G99,13
117,"Kapsulaarne läätse pseudoeksfoliatsiooniga (esmane; residuaal- e) jääkglaukoom
oc. utr.",H00-H59,13
118,"Sääreluu distaalse [ala]otsa murd, kinnine",S00-T98,13
119,"Krooniline lihtne (esmane; residuaal- e) jääkglaukoom
OU",H00-H59,13
120,"Od  , silmasisese e intraokulaarse läätse olemasolu",Z00-Z99,13
121,Escherichia coli [e. coli] mujal klassifitseeritud haiguste tekitajana,A00-B99,13
122,Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja komplekssete osaliste hoogudega epi,G00-G99,13
123,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,13
124,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste,I00-I99,13
125,"Uinumise ja une säilitamise häired [insomniad]; mittekosutav uni
mittekosutav uni",G00-G99,13
126,"Emaka (v.a emakakael) muud põletikuta haigusseisundid, endomeetriumi adenomatooshüperplaasia",N00-N99,12
127,"Sääreluu proksimaalse [üla]otsa murd, kinnine",S00-T98,12
128,"Krooniline sinu[s]iit e ninakõrvalurkepõletik, krooniline sõelluu-urkepõletik e etmoidaalsinu[s]iit",J00-J99,12
129,"Suulae- [kurgu-] ja [nina-]neelumandlite kroonilised haigused, täpsustamata kurgu- ja neelumandli krooniline haigus",J00-J99,12
130,"Keskmise raskusega; CPAP-ravi
keskmise raskusega; CPAP-ravi",G00-G99,12
131,IVF. Gravid in hebd 6,Z00-Z99,12
132,"Aurata migreen [tavaline migreen]; sagedaste hoogudega.
sagedaste hoogudega.",G00-G99,12
133,"Redelile(-lilt) kukkumine, kodu, puhke- ja vaba aja tegevus",None,12
134,"Trepil(t) või astmetel(t) kukkumine, kodu, muu töö ja tegevus",None,12
135,"Elamisasutus, muu töö ja tegevus",None,12
136,"Kodus puhke- või vabaaja tegevuse juures
od",None,12
137,"Pertrohhanteerne [pöörlit läbiv] murd, kinnine",S00-T98,11
138,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus II, kõrge kardiovaskulaarne risk)",I00-I99,11
139,"Hammaste ja näo arenguhäired [kaasa arvatud hambumushäired], temporomandibulaarse e oimuluu-alalõua liigese haigusseisundid",K00-K93,11
140,"Alajäseme (v.a jalg) entesopaatiad e limapaunade-kõõluste-liigesekihnude (koosesinevad) haigustused, achilleuse kõõlusepõletik",M00-M99,11
141,Keskmine raskusaste a CPAP-ravi testimine,G00-G99,11
142,"PR  , presbüoopia e vanaeanägevus",H00-H59,11
143,Kodarluu tikkeljätke kõõlusetupepõletik [de quervain],M00-M99,11
144,Ühekordne või pikaajaline kontakt inimese immuunpuudulikkuse viirusega [hiv],Z00-Z99,11
145,"Uinumise ja une säilitamise häired [insomniad]
rohked ärkamised öö jooksul",G00-G99,11
146,Kirurgiliste ja muude meditsiiniliste menetluste,None,11
147,"Trepil(t) või astmetel(t) kukkumine, muud ja täpsustatud kohad, puhke- ja vaba aja tegevus",None,11
148,"Kokkupuude ajamita [mootorita] tööriistaga, kodu, puhke- ja vaba aja tegevus",None,11
149,"Tänav ja [maan]tee, muu täpsustamata tegevus",None,11
150,"Th 6-11 paravertebraalne perifeerne primitiivne neuroektodermaalne tuumor/ekstraossaalne Ewingi sarkoom ; c T2 N0 M1B IVBst
Th 6-11 paravertebraalne perifeerne primitiivne neuroektodermaalne tuumor/ekstraossaalne Ewingi sarkoom",C00-D48,10
151,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; 3,I00-I99,10
152,"Makula (atroofiline; eksudatiivne) seniildegeneratsioon
ou",H00-H59,10
153,Krooniline superfitsiaal(ne) -gastriit e pindmine mao(limaskesta)põlet,None,10
154,"A marrastus võõrkeha mainimata
od",None,10
155,"Os , silmasisese e intraokulaarse läätse olemasolu",Z00-Z99,10
156,-ei esine või kerge käitumish,None,10
157,"Emaka (v.a emakakael) muud põletikuta haigusseisundid, emaka täpsustamata põletikuta haigusseisund",N00-N99,10
158,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega mikroalbum +,I00-I99,10
159,"D I-II st, s I st.",M00-M99,10
160,"Rauavaegusaneemia, (Krooniline) verekaotusjärgne teisene rauavaegusaneemia",D50-D89,10
161,"Elamisasutus, töötamine tasu eest, teenistus",None,10
162,"Spordi- ja kehakultuuriväljakud [asutused], sportlik tegevus",V01-Y98,10
163,"Kaubanduse ja teeninduse piirkond, puhke- ja vaba aja tegevus",None,10
164,Spordi- või kehakultuuriväljakul [asutuses] puhke- või vabaaja tegevuse juures,None,10
165,"Kodus puhke- või vabaaja tegevuse juures
os",None,10
166,"Konkussioon, ilma lahtise koljusisese haavata",S00-T98,9
167,"Mediaalse malleooli [keskmise pekse] murd, kinnine",S00-T98,9
168,"Aterosklerootiline kardiovaskulaarhaigus (nii kirjeldatud)
krooniline isheemiatõbi",I00-I99,9
169,Laesio menisci medialis genus dex.,M00-M99,9
170,"Dermatofütoos e nahaseenhaigustu[mu]s, kere nahaseenhaigustus e tiinea",A00-B99,9
171,"HPV kõrge riski (31,33,35,39,45,51,52,56,58,59,66,68) DNA Positiivne",A00-B99,9
172,Osteochondrosis et spondyloarthrosis reg. lumbalis.,M00-M99,9
173,"Äge suulae- e kurgumandlipõletik e tonsilliit [angiin], streptokokitekkene kurgumandlipõletik",J00-J99,9
174,"Capitis et guttata et nummularis disseminata  in st.prog.
capitis et guttata et nummularis disseminata  in st.prog.",L00-L99,9
175,Jälgimine muu kahtlustatud kardiovaskulaarse haiguse,Z00-Z99,9
176,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste,I00-I99,9
177,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, 2 aste,keskmine risk",I00-I99,9
178,"Muud mükobakternakkused [mükobakterioosid], muud mükobakternakkused",A00-B99,9
179,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus I, keskmine kardiovaskulaarne risk)",I00-I99,9
180,"Kitsas kõvasuulae kaar
kitsas kõvasuulae kaar",K00-K93,9
181,Düstür[e]oidne eksoftalm e punnsilmsus (E05.-+),H00-H59,9
182,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste, OK IV",I00-I99,9
183,"Viirustüükad [soolatüükad]; man dex.
man dex.",A00-B99,9
184,"Täpsustamata paik, muu täpsustamata tegevus",V01-Y98,9
185,"Spordi- ja kehakultuuriväljakud [asutused], puhke- ja vaba aja tegevus",V01-Y98,9
186,"Vililasestressiga [-distressiga] tüsistunud sünnitamine ja sünnitus, vililase südamelöögisageduse an",O00-O99,8
187,"Mõlema põlveliigese artroos, paremal enam kui vasakul.",M00-M99,8
188,"Ägenemiste ja remissioonidega kulg, ägenemine",G00-G99,8
189,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III, (OK2, kõrge risk)",I00-I99,8
190,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega Risk -3,I00-I99,8
191,"Polüartriit seropos.,act. f II,liigesfunktsioon puudulik II,rö. st.I",M00-M99,8
192,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,2 aste,riskiaste 2",I00-I99,8
193,"Raske, soovitav CPAP ravi
raske, soovitav CPAP ravi",G00-G99,8
194,"A marrastus võõrkeha mainimata
oc. sin.",None,8
195,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus  II,keskmine  risk",I00-I99,8
196,Korduv depressiivne häire e korduv depressioon.,F00-F99,8
197,"Emaka (v.a emakakael) põletikuline haigus, emaka täpsustamata põletikuline haigus",N00-N99,8
198,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II  st.,I00-I99,8
199,"Pk ( 2006.a. gastrektoomia , koletsüstektoomia )",C00-D48,8
200,Valikuline immunoglobuliin g [igg] alaklasside vaegus,D50-D89,8
201,"A marrastus võõrkeha mainimata
os",None,8
202,"Püsivate sümptomitega, keskmine raskus, ägenemine
püsivate sümptomitega, keskmine raskus, ägenemine",J00-J99,8
203,"Äge sinu[s]iit e ninakõrvalurkepõletik, äge otsmikuurkepõletik",J00-J99,8
204,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus II, kõrge kardiovaskulaarne risk)",I00-I99,8
205,"Pk ( 2006 gastrektoomia , koletsüstektoomia )",C00-D48,8
206,"Ägenemiste ja remissioonidega kulg
Ägenemiste ja remissioonidega kulg",G00-G99,8
207,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus II, kõrge kardiovaskulaarne risk)",I00-I99,8
208,. PTCA + stent ( 2011 ),Z00-Z99,8
209,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; 2,I00-I99,8
210,"Uinumise ja une säilitamise häired [insomniad]
korduvad ärkamised",G00-G99,8
211,. Implantaadi või kunstliku sisemise seadise paigaldamisega seotud kirurgiline operatsioon,V01-Y98,8
212,"Liiklusõnnetuses vigastatud sõitja, puhke- ja vaba aja tegevus",None,8
213,". Muud ja täpsustatud kohad, muu täpsustatud tegevusega",None,8
214,"Tänav ja [maan]tee, töötamine tasu eest, teenistus",None,8
215,Patsiendi ebaloomuliku reaktsiooni või hilisema tüsistuse põhjusena menetluseaegset äpardust mainimata,V01-Y98,8
216,"Kodu, tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms",V01-Y98,8
217,"Redelile(-lilt) kukkumine, kodu, muu töö ja tegevus",None,8
218,"Kool, muu asutus ja avalik administratiivpiirkond, puhke- ja vaba aja tegevus",V01-Y98,8
219,"Trepil(t) või astmetel(t) kukkumine, elamisasutus, puhke- ja vaba aja tegevus",None,8
220,"Trepil(t) või astmetel(t) kukkumine, kaubanduse ja teeninduse piirkond, töötamine tasu eest, teenistus",V01-Y98,8
221,"Emaka (v.a emakakael) muud põletikuta haigusseisundid, emaka muud täpsustatud põletikuta haigusseisundid",N00-N99,7
222,Hilise algusega dementsus alzheimeri tõvest,F00-F99,7
223,"Sääreluu keha [-diafüüsi] murd, kinnine",S00-T98,7
224,Kolangio- e spisoonekartsinoom 2c0c1 IV   2,C00-D48,7
225,"CHA2DS2-VASc 5, HAS BLED 2",I00-I99,7
226,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus II, keskmine kardiovaskulaarne risk)",I00-I99,7
227,Se pahaloomuline kasvaja; III vatsakese ja thalamuse piirkonna maligniseerunud epidermoidt,C00-D48,7
228,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste kõrga lisarisk,I00-I99,7
229,Seniilne nukleaarkatarakt e tuumakae od,H00-H59,7
230,"Kapsulaarne läätse pseudoeksfoliatsiooniga (esmane; residuaal- e) jääkglaukoom
od",H00-H59,7
231,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2, kõrge risk",I00-I99,7
232,"Muude tarsaal- [kanna]luude murd, kinnine",S00-T98,7
233,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta risk-2,I00-I99,7
234,"Herpesviirusnakkused [herpes simplex], herpesviirusnakkuse muud vormid",A00-B99,7
235,"Seksuaalse suhtumise, käitumise ja sättumuse e orienteeritusega seotud nõuandmine [seksuaalnõustamine], seksuaalse suhtumisega seotud nõustamine",Z00-Z99,7
236,"Alajäseme (v.a jalg) entesopaatiad e limapaunade-kõõluste-liigesekihnude (koosesinevad) haigustused, tuharalihaste kõõlusepõletik e gluteaaltendiniit",M00-M99,7
237,"Äge sinu[s]iit e ninakõrvalurkepõletik, äge sõelluurakkude-põletik e etmoidiit",J00-J99,7
238,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (OK 3 kõrge risk),I00-I99,7
239,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus III, ülikõrge risk)",I00-I99,7
240,"Krooniline sinu[s]iit e ninakõrvalurkepõletik, täpsustamata krooniline sinu[s]iit",J00-J99,7
241,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta.riskiaste 2,I00-I99,7
242,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,7
243,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,7
244,"Uinumise ja une säilitamise häired [insomniad]
mittekosutav uni",G00-G99,7
245,Silmasisese e intraokulaarse läätse olemasolu ou,Z00-Z99,7
246,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,7
247,"Uinumise ja une säilitamise häired [insomniad]
korduvad ärkamised, päevane väsimus",G00-G99,7
248,"Uinumise ja une säilitamise häired [insomniad]
korduvad ärkamised ehmatusega",G00-G99,7
249,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
I aste",I00-I99,7
250,"Vasak põlv 19.06.14 ,parem põlv 30.06.15",Z00-Z99,7
251,Muude täpsustatud b-rühma vitamiinide vaegus,E00-E90,7
252,"I-II aste, metaboolne sündroom; Riskiaste 2
I-II aste, metaboolne sündroom",I00-I99,7
253,"Kodu, tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms",None,7
254,"Kool, muu asutus ja avalik administratiivpiirkond, puhke- ja vaba aja tegevus",None,7
255,"Liiklusvälises õnnetuses vigastatud juht, muu täpsustamata tegevus",None,7
256,"Liiklusvälises õnnetuses vigastatud sõitja, puhke- ja vaba aja tegevus",None,7
257,"Täpsustamata paik, muu täpsustatud tegevusega",None,7
258,"Täpsustamata paik, muu töö ja tegevus",None,7
259,"Subduraalne traumaatiline hemorraagia, ilma lahtise koljusisese haavata",S00-T98,6
260,Reieluu distaalse [alumise] otsa murd,S00-T98,6
261,Peaaju muud mööduvad isheemia atakid ja sellesarnased sündroom,None,6
262,"Hilistekkeline raske astma
hilistekkeline raske astma",J00-J99,6
263,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,6
264,Kehapiirkondade muid kombinatsioone haaravad murrud,S00-T98,6
265,"Dermatofütoos e nahaseenhaigustu[mu]s, käte nahaseenhaigustus e tiinea",A00-B99,6
266,"Võõrkeha korneas e silma sarvkestas; parem silm
parem silm",S00-T98,6
267,Segatüüpi (kortikaalne ja subkortikaalne) vaskulaarne dementsus,F00-F99,6
268,"Keskmise- raske kuluga, raviga osaliselt kontrollitud",J00-J99,6
269,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste , organkahjustus II, kõrge  risk",I00-I99,6
270,Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja lihtsate osaliste hoogudega epilept,G00-G99,6
271,"Aurata migreen [tavaline migreen]
harvade hoogudega",G00-G99,6
272,P T3A N0 M0 G2,C00-D48,6
273,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; ülikõrge risk.,I00-I99,6
274,Kaela ja õlavöötmes müofastsiaalsed valud,M00-M99,6
275,Lihasevalu e müalgia õlavöötmes ja alaseljas,M00-M99,6
276,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega Risk -#,I00-I99,6
277,"Äge sinu[s]iit e ninakõrvalurkepõletik, äge pansinu[s]iit",J00-J99,6
278,Def bilat III st. raske funkts häirega. Endoprotesis coxae bilat.,M00-M99,6
279,PT4B N 1MI M0 IIIAst,C00-D48,6
280,Meibomi näärmete düsfunktsioon oc. utr.,H00-H59,6
281,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste,I00-I99,6
282,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organikahjustus II, kõrge risk",I00-I99,6
