,0,1,2
19,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, 2 aste,keskmine risk",I00-I99,9
20,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus I, keskmine kardiovaskulaarne risk)",I00-I99,9
21,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III, (OK2, kõrge risk)",I00-I99,8
22,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega Risk -3,I00-I99,8
23,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,2 aste,riskiaste 2",I00-I99,8
24,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus  II,keskmine  risk",I00-I99,8
25,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus II, kõrge kardiovaskulaarne risk)",I00-I99,8
26,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus II, kõrge kardiovaskulaarne risk)",I00-I99,8
27,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus II, keskmine kardiovaskulaarne risk)",I00-I99,7
28,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste kõrga lisarisk,I00-I99,7
29,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2, kõrge risk",I00-I99,7
30,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta risk-2,I00-I99,7
31,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (OK 3 kõrge risk),I00-I99,7
32,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus III, ülikõrge risk)",I00-I99,7
33,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta.riskiaste 2,I00-I99,7
34,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,7
35,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,7
36,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,7
37,"I-II aste, metaboolne sündroom; Riskiaste 2
I-II aste, metaboolne sündroom",I00-I99,7
38,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,6
39,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste , organkahjustus II, kõrge  risk",I00-I99,6
40,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; ülikõrge risk.,I00-I99,6
41,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega Risk -#,I00-I99,6
42,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organikahjustus II, kõrge risk",I00-I99,6
43,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,5
44,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus III, ülikõrge risk",I00-I99,5
45,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, kõrge risk",I00-I99,5
46,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II,mõõdukas risk",I00-I99,5
47,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste , organkahjustus  III, kõrge  risk",I00-I99,5
48,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,5
49,"I aste (organkahjustuse I staadium, keskmine riskigrupp); Riskiaste 2
I aste (organkahjustuse I staadium, keskmine riskigrupp)",I00-I99,5
50,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organikahjustus III, ülikõrge lisarisk",I00-I99,5
51,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk). Hüpertensiivne kriis.",I00-I99,4
52,"I-II aste , organkahjustus I,risk   aste 2",I00-I99,4
53,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega , mõõdukas lisarisk, riskiast",I00-I99,4
54,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta 2 st., ok 2, risk 2",I00-I99,4
55,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,III st.kõrge risk.",I00-I99,4
56,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  (Riskiaste2),I00-I99,4
57,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta riskigr. 2,I00-I99,4
58,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II RISK 3,I00-I99,4
59,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega ( ülikõrge risk),I00-I99,4
60,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta, kõrge risk",I00-I99,4
61,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus III, kõrge kardiovaskulaarne risk)",I00-I99,4
62,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega/ok.II,kõrge risk",I00-I99,4
63,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II-aste, organkahjustus  III, kõrge risk",I00-I99,4
64,"I aste, organkahjustus I, keskmine risk",I00-I99,3
65,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2, mõõdukas risk",I00-I99,3
66,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta, riskiaste 3",I00-I99,3
67,"II ( ORGANKAHJ. II, KESKMINE RISK )",I00-I99,3
68,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus I, keskmine kardiovaskulaarne risk)",I00-I99,3
69,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta ( organkahj. II, keskmine risk)",I00-I99,3
70,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; II-aste , organkahjustus II, keskmine risk; Riskiaste 2
II-aste , organkahjustus II, keskmine risk",I00-I99,3
71,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 2 st., ok 3, risk 3",I00-I99,3
72,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (organkahjustuse 3 astae, ülikõrge KV risk)",I00-I99,3
73,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta;Riskiaste 2,I00-I99,3
74,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,kõrge lisarisk",I00-I99,3
75,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega risk 3,I00-I99,3
76,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus III, ülikõrge risk)",I00-I99,3
77,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; Riskiaste 1,I00-I99,3
78,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta (kõrge risk),I00-I99,3
79,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega;Riskiaste 3,I00-I99,3
80,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; organkahjustus II, Risk",I00-I99,3
81,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta. RISK 2,I00-I99,3
82,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega  riskiaste 3,I00-I99,3
83,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus III, kõrge risk",I00-I99,3
84,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus III, kõrge kardiovaskulaarne risk)",I00-I99,2
85,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 2 ST., OK 2, RISK 2",I00-I99,2
86,"III ( ORGANKAHJ. II, ÜLIKÕRGE RISK)",I00-I99,2
87,I-aste riski aste 1.,I00-I99,2
88,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II  RISK 2,I00-I99,2
89,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II-III aste, organkahjustus I , keskmine risk",I00-I99,2
90,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; II aste, organkahjustus II, kõrge risk; Riskiaste 2
II aste, organkahjustus II, kõrge risk",I00-I99,2
91,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2,mõõdukas risk",I00-I99,2
92,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
III aste, organkahjustus III, ülikõrge risk",I00-I99,2
93,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta RISK 3,I00-I99,2
94,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, OK I, keskmine risk",I00-I99,2
95,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
organkahjustus  II,keskmine risk",I00-I99,2
96,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,II..kõrge risk.",I00-I99,2
97,"II,ülikõrge risk.",I00-I99,2
98,"II ( ORGANKAHJ. II, KESKMINE RISK)",I00-I99,2
99,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,ii.kõrge risk",I00-I99,2
100,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II ( ORGANKAHJ. III, ÜLIKÕRGE RISK)",I00-I99,2
101,"II ( organkahj. II, kõrge risk)",I00-I99,2
102,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,III,kõrge risk",I00-I99,2
103,"2 st., ok 2, risk 2",I00-I99,2
104,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus I, kõrge risk",I00-I99,2
105,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II st. , organkahjustus I, keskmine risk",I00-I99,2
106,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega  I aste mõõdukas lisariski ri,I00-I99,2
107,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta, mõõdukas risk",I00-I99,2
108,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,2
109,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste kõreglisarisk riskia,I00-I99,2
110,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,mõõdukas risk",I00-I99,2
111,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta RISK 2,I00-I99,2
112,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, kõrge lisarisk",I00-I99,2
113,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,2
114,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta mõõdukas lisarisk,I00-I99,2
115,"III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,2
116,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus II, keskmine kardiovaskulaarne risk)",I00-I99,2
117,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,kõrge (3) risk.",I00-I99,2
118,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus II; ülikõrge kardiovaskulaarne risk),I00-I99,2
119,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II st., organkahjustus III, kõrge risk",I00-I99,2
120,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
III aste, organkahjustus III, ülikõrge risk",I00-I99,2
121,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I-II aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,2
122,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II  st . kõrge lisarisk,I00-I99,2
123,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II (OK I, kõrge risk )",I00-I99,2
124,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega ii st . kõrge lisarisk,I00-I99,2
125,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta 2 st., ok 3, risk 3",I00-I99,2
126,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,III,VÄGA kõrge risk,ok",I00-I99,2
127,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
IIaste , organkahjustsuII, keskmine  risk",I00-I99,2
128,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
IIaste, organ kahj. III, kõrge  risk",I00-I99,2
129,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, III staadium, ülikõrge lisarisk",I00-I99,1
130,"III raske kahjustus ( kõrge risk, neeruarterite restendid 2004 )",I00-I99,1
131,. Risk 3,I00-I99,1
132,Insuldirisk CHA 2DS 2-VASc  -4,I00-I99,1
133,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
III aste, organkahjustus II, kõrge risk",I00-I99,1
134,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,1
135,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II,kõrge lisarisk",I00-I99,1
136,"II,ülikõrge risk",I00-I99,1
137,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III ( ORGANKAHJ. II, ÜLIKÕRGE RISK )",I00-I99,1
138,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; II aste, organkahjustus II, kõrge risk; Riskiaste 1
II aste, organkahjustus II, kõrge risk",I00-I99,1
139,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; II aste; Riskiaste 3
II aste",I00-I99,1
140,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, mõõdukas  lisarisk",I00-I99,1
141,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus I, keskmine risk",I00-I99,1
142,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega Riski aste 2,I00-I99,1
143,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II ,MÕÕDUKAS RISK",I00-I99,1
144,"I 8 ORGANKAHJUSTUS I , MADAL RISK )",I00-I99,1
145,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; II aste, Riskiaste 2",I00-I99,1
146,"II ( organkahj. ii, kõrge risk)",I00-I99,1
147,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II.mõõdukas risk",I00-I99,1
148,"II ( ORGANLKAHJ. II, ÜLIKÕRGE RISK)",I00-I99,1
149,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II ( ORGANKAHJ. ii, keskmine risk )",I00-I99,1
150,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; I-II aste; Riskiaste 2
I-II aste",I00-I99,1
151,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta, mõõdukas lisarisk",I00-I99,1
152,"Iaste, organkahjustus I, kerge risk",I00-I99,1
153,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega;  III aste, organkahjustus II, kõrge risk; Riskiaste 3",I00-I99,1
154,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta 2 st., ok 2, risk 3",I00-I99,1
155,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta kõrge lisarisk,I00-I99,1
156,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta ( organkahj, II, keskmine risk)",I00-I99,1
157,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II - III ( ORGANKAHJ. III, ÜLIKÕRGE RISK )",I00-I99,1
158,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta 2 ST., OK 2, RISK 2",I00-I99,1
159,"II ( ORGANKAHJUSTUS II, KESKMINE RISK )",I00-I99,1
160,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II ( ORGANKAHJ. III, ÜLIKÕRGE RISK)",I00-I99,1
161,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 2 st., ok 2, risk 2",I00-I99,1
162,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega(OK II, kõrge risk)",I00-I99,1
163,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; II aste, organkahjustus III, kõrge risk; Riskiaste 3
II aste, organkahjustus III, kõrge risk",I00-I99,1
164,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste kõrga lisarisk riskiaste 3,I00-I99,1
165,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, keskmine lisarisk",I00-I99,1
166,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste , III risk",I00-I99,1
167,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,1
168,"Ii ( organkahj. ii, kõrge risk)",I00-I99,1
169,RISK 2,I00-I99,1
170,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (OK III kõrge risk),I00-I99,1
171,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II,Mõõdukas lisarisk.",I00-I99,1
172,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 2 ST., OK 2 , RISK 2",I00-I99,1
173,"I ( ORGANKAHJUSTUS i, madal risk )",I00-I99,1
174,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III ( ORGANKAHJ. III, ÜLIKÕRGE RISK )",I00-I99,1
175,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; II aste , organkahjustus II, kõrge  risk; Riskiaste 2
II aste , organkahjustus II, kõrge  risk",I00-I99,1
176,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,II,kõrge lisarisk.",I00-I99,1
177,HPV 16 + teine kõrge Ca riskiga HPV viirus,A00-B99,1
178,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; II aste, organkahjustus II, kõrge risk; Riskiaste 2
II aste, organkahjustus II, kõrge risk",I00-I99,1
179,"I aste, organkahjustus 1, madal risk",I00-I99,1
180,St 2 ok 2 risk 2,I00-I99,1
181,"IIaste , organkahjustus II, keskmine risk",I00-I99,1
182,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II,kõrge risk",I00-I99,1
183,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,III, kõrge risk",I00-I99,1
184,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; II aste , organkahjustus II, kõrge  risk; Riskiaste 3
II aste , organkahjustus II, kõrge  risk",I00-I99,1
185,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,kõrge risk",I00-I99,1
186,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,riskiaste 2",I00-I99,1
187,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta/kõrge lisarisk,I00-I99,1
188,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II-III aste, organkahjustus I , keskmine risk",I00-I99,1
189,"II ( ORGANKAHJ. II, KESKMINE RISK",I00-I99,1
190,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III ( ORGANKAHJ. II, ÜLIKÕRGE RISK )",I00-I99,1
191,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega RISK- 2,I00-I99,1
192,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega riskiaste 3,I00-I99,1
193,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; II aste, keskmine risk; Riskiaste 2
II aste, keskmine risk",I00-I99,1
194,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,kõrge lisarisk",I00-I99,1
195,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II ( ORGANKAHJ. II, KEKMINE RISK)",I00-I99,1
196,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta (I, ogankahjustus II, kõrge risk)",I00-I99,1
197,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega  I aste mõõdukas lisariski riskiaste 2,I00-I99,1
198,"Alfa-1 AT puudulikkus, Z alleeli heterosügoot; lisariskifaktoritega kutsealaselt
alfa-1 AT puudulikkus, Z alleeli heterosügoot; lisariskifaktoritega kutsealaselt",J00-J99,1
199,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,II,väga kõrge lisarisk.",I00-I99,1
200,GDM riskigrupp,O00-O99,1
201,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta (OK-2,kõrge risk)",I00-I99,1
202,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus I, keskmine risk",I00-I99,1
203,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus I, kõrge kardiovaskulaarne risk)",I00-I99,1
204,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta ST2 OK 2 RISK2,I00-I99,1
205,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta, kõrge lisarisk",I00-I99,1
206,"II 8 ORGANKAHJ. II, KESKMINE RISK)",I00-I99,1
207,"II ( orgnkahj. II, kõrge risk)",I00-I99,1
208,Riskiaste 4,I00-I99,1
209,III (ülikõrge risk),I00-I99,1
210,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus III, väga kõrge kardiovaskulaarne risk)",I00-I99,1
211,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega risk3,I00-I99,1
212,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 3.riskiaste,I00-I99,1
213,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus I, keskmine kardiovaskulaarne risk)",I00-I99,1
214,Mõõdukas (2) risk,I00-I99,1
215,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta, mõõdukas risk (2)",I00-I99,1
216,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus III, ülikõrge risk)",I00-I99,1
217,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste (organkahjustus II, kõrge kardiovaskulaarne risk)",I00-I99,1
218,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus III, ülikõrge kardiovaskulaarne lisarisk)",I00-I99,1
219,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; II aste, organkahjustus 3, ülikõrge risk",I00-I99,1
220,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,kõrge (3) risk",I00-I99,1
221,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (3a, 3st, 3 riskiaste)",I00-I99,1
